ax,ay,az,gx,gy,gz,label
-0.1089,-1.2333,0.4767,1.0986,-0.3662,-53.2837,shake
-0.2173,-0.5035,0.7000,-139.0991,40.1611,-130.6152,shake
-0.1978,0.0706,1.1615,-84.5337,40.0391,-150.6958,shake
-0.2543,0.4279,1.0404,-49.9878,9.8877,-112.4268,shake
-0.3605,0.8014,1.0007,-33.0811,10.5591,-55.7861,shake
-0.3184,0.8234,1.1071,40.5884,14.8315,59.9976,shake
-0.1307,0.2859,1.1337,76.7822,-3.7231,134.4604,shake
-0.0474,-0.2271,1.1053,49.6216,-48.6450,150.9399,shake
-0.1628,-0.6954,0.7325,62.0117,-52.8564,113.2812,shake
-0.1215,-1.2799,0.5468,87.4634,-4.3335,19.2871,shake
-0.1565,-0.8632,0.5963,-63.4766,7.6904,-76.2939,shake
-0.2073,-0.1912,0.9761,-112.0605,36.6211,-140.1978,shake
-0.2749,0.2419,1.0699,-66.3452,19.1650,-129.4556,shake
-0.3356,0.6307,1.0182,-34.2407,15.5640,-83.8623,shake
-0.3490,0.8418,1.0704,7.3242,12.2070,19.2871,shake
-0.2148,0.5013,1.0807,50.6592,2.0752,108.5815,shake
-0.0979,-0.0331,1.0851,65.4297,-12.0850,158.2031,shake
-0.1140,-0.4794,0.9153,44.6777,-33.5693,121.8262,shake
-0.1786,-0.8506,0.6517,100.6470,-5.0659,63.9648,shake
-0.1033,-1.1638,0.5776,16.7236,12.9395,-20.7520,shake
-0.1533,-0.6093,0.7629,-99.4873,28.6255,-124.3896,shake
-0.1614,-0.1211,1.0973,-91.2476,24.9023,-148.5596,shake
-0.2091,0.2515,1.0066,-63.0493,6.8970,-132.2632,shake
-0.3093,0.5833,0.9763,-42.0532,9.2163,-87.4023,shake
-0.3218,0.8087,1.1395,17.5781,14.7705,-5.8594,shake
-0.1560,0.5013,1.1749,91.7358,-10.2539,73.6694,shake
-0.1245,0.0685,0.8595,72.6318,-32.3486,126.4038,shake
-0.1453,-0.4810,0.9529,34.5459,-15.7471,117.4316,shake
-0.1614,-0.9248,0.7861,56.0913,-25.3906,75.5005,shake
-0.1490,-1.0715,0.6117,33.0200,-17.7612,-3.0518,shake
-0.2427,-0.4250,0.7379,-98.2056,12.6343,-91.1865,shake
-0.2197,-0.1560,1.0468,-73.1201,27.8931,-119.9341,shake
-0.2661,0.3160,0.9983,-79.4067,5.8594,-112.6709,shake
-0.3129,0.5564,0.9493,-18.7988,13.3667,-62.8662,shake
-0.3248,0.8208,1.1398,0.0000,17.3340,7.2021,shake
-0.1652,0.6155,1.2412,91.4307,-9.7046,121.8262,shake
-0.0809,0.0148,0.9343,77.6367,-46.2646,171.8139,shake
-0.1140,-0.3608,0.9453,32.3486,-47.0581,166.8091,shake
-0.1501,-0.8756,0.7463,57.0068,-39.4287,113.4643,shake
-0.1631,-1.1392,0.5281,57.1289,-6.5918,-4.8828,shake
-0.1927,-0.7291,0.6730,-73.7915,22.4609,-77.0874,shake
-0.1826,-0.3289,1.0131,-102.9053,24.5972,-135.8032,shake
-0.2675,0.1417,0.9432,-62.5610,28.8696,-144.7754,shake
-0.2443,0.3197,1.0111,-49.9268,27.9541,-117.6147,shake
-0.2411,0.6041,1.0542,49.4995,-1.9531,104.1870,shake
-0.1459,0.2013,0.9852,67.4438,-6.1035,158.1421,shake
-0.0236,-0.5184,1.1154,84.1675,-19.4092,146.1792,shake
-0.0894,-0.7866,0.8169,89.5386,-45.9595,96.8018,shake
-0.1720,-0.9989,0.5486,30.8838,-27.4658,11.5356,shake
-0.2189,-0.6670,0.6766,-83.8013,18.7378,-88.2568,shake
-0.2377,-0.2014,1.0166,-93.3838,14.6484,-127.5024,shake
-0.2437,0.1113,1.0236,-68.8477,8.1177,-126.4648,shake
-0.3353,0.3800,0.9141,-39.9780,7.4463,-100.0366,shake
-0.3514,0.5032,0.9617,-9.3994,20.2026,-37.5366,shake
-0.2953,0.5350,1.0388,10.3149,23.4985,28.7476,shake
-0.2457,0.3441,0.9740,61.7676,25.8789,99.4873,shake
-0.0803,-0.1696,1.1272,70.5566,23.6206,116.8823,shake
-0.0662,-0.4259,1.0288,59.2651,-21.7895,88.6230,shake
-0.1317,-0.6866,0.7764,61.9507,-21.8506,58.7769,shake
-0.1415,-0.7147,0.8052,-24.2310,-6.2866,4.1504,shake
-0.1306,-0.5203,0.9266,-46.9360,2.3804,-70.0684,shake
-0.1427,-0.3040,1.0179,-70.9839,-11.5967,-123.7183,shake
-0.2086,0.0984,0.9263,-84.4726,-33.0811,-144.7754,shake
-0.3044,0.2981,0.9755,-38.2690,-17.7002,-125.5493,shake
-0.3944,0.6407,0.9174,-43.2739,-21.6675,-70.0684,shake
-0.3580,0.5271,0.9962,12.3291,-4.8218,23.4375,shake
-0.3197,0.4111,0.9283,33.6914,1.2817,88.5620,shake
-0.2245,-0.0088,0.9678,48.0347,12.5732,133.4229,shake
-0.2148,-0.1990,0.9323,65.1245,9.2163,132.0801,shake
-0.1538,-0.6475,0.9055,74.5239,9.2163,106.2622,shake
-0.1683,-0.7437,0.8232,9.2773,-2.6245,16.2354,shake
-0.2062,-0.5127,0.8080,-21.4233,10.9863,-45.7153,shake
-0.1816,-0.3673,0.9918,-59.6313,14.8926,-92.1631,shake
-0.1819,-0.0819,0.9746,-55.2978,3.1128,-121.2768,shake
-0.2605,0.1412,0.9707,-41.6260,-1.3428,-109.5581,shake
-0.3015,0.4094,1.0038,-39.9170,-3.1738,-74.2798,shake
-0.3318,0.5347,0.9934,-3.2349,-3.7231,-10.2539,shake
-0.3250,0.5148,0.9806,24.6582,2.1362,54.9316,shake
-0.2643,0.3668,0.9302,47.3022,10.6812,133.3008,shake
-0.1442,-0.0100,1.0627,59.8144,9.5215,164.9170,shake
-0.0873,-0.4758,1.0493,84.5947,-9.9487,142.1509,shake
-0.1149,-0.8046,0.7163,76.3550,-21.9727,83.3740,shake
-0.1532,-0.8378,0.7117,-10.6201,4.2725,5.7373,shake
-0.1478,-0.5907,0.8931,-45.3491,5.6763,-68.6646,shake
-0.1599,-0.3580,0.9530,-54.3823,13.4277,-124.8169,shake
-0.1716,-0.1432,0.9777,-52.3071,8.9722,-140.9302,shake
-0.2347,0.2704,0.9429,-60.1807,-1.5259,-134.2773,shake
-0.3721,0.4990,0.9191,-37.0483,1.2207,-84.1064,shake
-0.3553,0.6129,0.9768,-11.3525,26.1841,-5.3711,shake
-0.2797,0.5431,1.0326,48.0347,31.7383,80.6274,shake
-0.1473,0.2631,1.0667,63.1103,31.0059,139.8315,shake
-0.0081,-0.0952,1.1360,74.8901,3.6621,160.3394,shake
0.0094,-0.5125,0.9637,83.7402,-27.8931,145.9351,shake
0.0156,-0.8455,0.8252,56.9458,-39.1235,93.1396,shake
-0.0769,-0.9910,0.6849,43.9453,-21.1792,42.8467,shake
-0.1211,-0.7500,0.7476,-36.1938,-3.2349,-48.8281,shake
-0.1173,-0.4978,1.0237,-85.3882,-7.9346,-118.8965,shake
-0.2018,-0.0575,0.9183,-73.2422,-5.7373,-134.7046,shake
-0.2300,0.1019,0.9678,-56.1523,-3.1738,-140.7471,shake
-0.3658,0.5386,0.9199,-52.5513,-2.7466,-105.3467,shake
-0.3878,0.6837,0.8845,-22.8882,14.0381,-13.5498,shake
-0.3826,0.7711,0.9742,45.0439,44.9829,85.2051,shake
0.0051,0.2108,1.2307,92.1631,39.6118,180.0537,shake
0.0597,-0.2539,1.2318,81.5430,-25.8179,180.2978,shake
-0.1082,-0.5499,0.7319,56.2134,-70.0684,128.4180,shake
-0.1017,-0.9343,0.5541,63.9648,-8.1787,58.6548,shake
-0.1030,-1.0012,0.7253,-26.4893,16.5405,-12.0850,shake
-0.1260,-0.6367,0.9159,-84.5947,15.0757,-117.1265,shake
