ax,ay,az,gx,gy,gz,label
0.1863,0.1595,0.9296,2.6245,-22.1558,52.6733,circle
0.2026,0.0519,0.8933,2.5024,-12.8174,67.9321,circle
0.2207,-0.0431,0.8772,3.1128,-7.4463,70.8008,circle
0.2516,-0.1429,0.9092,6.2256,-0.9155,68.4204,circle
0.2419,-0.2826,0.9780,-8.3008,-5.9204,65.9790,circle
0.1921,-0.2423,0.8972,2.6245,2.3193,50.4761,circle
0.1993,-0.3062,0.9979,1.1597,6.2866,40.2222,circle
0.1685,-0.3274,1.0042,-2.0752,2.8076,36.9873,circle
0.1372,-0.3564,1.0106,-1.4038,3.2349,23.0713,circle
0.1245,-0.3616,1.0255,10.4980,6.0425,9.1553,circle
0.0831,-0.4191,1.0210,-0.5493,4.6997,-0.9766,circle
0.0465,-0.3899,1.0098,4.4556,6.7749,-22.3999,circle
-0.0016,-0.3619,0.9711,16.4795,8.2397,-36.3159,circle
-0.0320,-0.3235,0.9604,23.0103,14.8315,-54.6875,circle
-0.0624,-0.2419,0.9923,22.9492,20.8130,-59.5093,circle
-0.0685,-0.1858,1.0261,11.0474,18.3716,-54.0161,circle
-0.0325,-0.0873,1.0731,0.7935,20.7520,-48.4619,circle
-0.0634,-0.0271,1.0801,8.2397,14.4653,-41.3208,circle
-0.0468,-0.0388,1.0137,17.8223,5.0049,-35.8276,circle
0.0311,0.0231,1.0845,0.7324,11.5967,-29.9072,circle
0.0576,0.0120,1.0753,7.9956,2.0142,-25.8179,circle
0.1556,0.0636,1.1216,-8.5449,0.2441,-19.7754,circle
0.1770,0.1449,1.0934,-15.5029,-14.2212,-5.0659,circle
0.1959,0.1849,1.0323,-11.8408,-17.3340,9.0942,circle
0.2252,0.1346,0.9988,-1.8311,-20.8130,28.1372,circle
0.2571,0.0760,0.9950,-1.0986,-20.9961,38.4521,circle
0.2457,-0.0225,0.9404,-3.0518,-21.7285,53.5278,circle
0.2428,-0.1144,0.8806,-5.9814,-17.3950,56.8848,circle
0.2612,-0.1997,0.9299,-4.4556,-12.2681,47.5464,circle
