ax,ay,az,gx,gy,gz,label
0.5847,-0.2469,0.8204,-227.2339,11.9629,258.4839,background
0.7214,0.0496,0.7474,-287.9639,31.1279,247.6806,background
0.5947,-0.0370,0.3326,-439.5752,55.1758,299.3774,background
0.2963,0.2710,0.1842,-491.2109,124.0234,268.4937,background
0.0872,0.3954,-0.2911,-559.5703,187.8052,271.5454,background
-0.2958,0.2001,-0.8054,-527.2217,173.8891,288.2690,background
-0.2501,0.0059,-0.8278,-464.4775,158.3862,299.4385,background
-0.3087,-0.2395,-0.8378,-336.7309,144.9585,321.4721,background
-0.4232,-0.1482,-1.0498,-321.7163,96.8018,241.0889,background
-0.1759,-0.0026,-1.1495,-182.7392,32.2876,160.2783,background
-0.5658,-0.3855,-1.4093,-218.6889,4.0894,94.9707,background
-0.4232,-0.1362,-1.4425,-245.7886,41.5649,12.7563,background
-0.7432,-0.2993,-1.6276,-10.7422,32.9590,28.1982,background
-0.6857,-0.2159,-1.7102,127.7466,-29.5410,-6.8359,background
-0.6869,-0.0658,-1.4821,190.9790,-48.9502,-62.0728,background
-0.5255,0.1123,-1.2336,216.6138,-18.1885,-87.4023,background
-0.7734,-0.0240,-1.4336,393.6157,-72.3267,-118.2251,background
-0.6699,0.0930,-1.0995,512.5732,-74.1577,-174.6216,background
-0.4584,0.3251,-1.0037,531.1279,-19.0430,-227.0508,background
-0.3301,0.3101,-0.5612,686.3403,9.6436,-408.5693,background
0.3794,0.7476,-0.3333,745.4833,55.3589,-576.2939,background
0.3912,0.5967,-0.1144,650.0854,46.8750,-540.5884,background
0.4059,0.2156,-0.2220,699.2187,-92.7734,-427.3071,background
0.4218,0.0028,-0.3033,937.9272,-8.4229,-295.2271,background
0.8606,-0.2617,0.0026,918.7621,62.1948,-113.6475,background
0.6119,-0.6637,-0.0939,598.5107,91.2476,-59.5093,background
0.5706,-0.4698,-0.1428,412.6587,71.4111,-133.7891,background
-0.4088,0.4631,-1.5637,-26.2451,-40.9546,2.6855,background
-0.4324,0.2108,-1.4277,65.5518,-2.8076,12.8784,background
-0.4368,0.0775,-1.4044,228.0273,7.5073,12.0239,background
-0.5093,-0.0308,-1.3485,315.0635,-52.8564,-46.5088,background
-0.5336,0.1022,-1.3838,370.7275,-77.0264,-131.2866,background
-0.2926,0.4222,-0.9281,477.9663,-32.3486,-188.5986,background
-0.0433,0.5394,-0.5789,552.9785,-65.9180,-236.3281,background
0.1603,0.7400,-0.5525,495.5444,-84.2895,-268.6768,background
0.4515,0.8214,-0.3453,334.1674,-82.8247,-298.6450,background
0.5704,0.8834,-0.2211,412.8418,-58.2886,-287.6587,background
0.3562,0.5562,-0.0887,500.6103,-41.3818,-197.3266,background
0.5319,0.3915,0.2008,555.5420,-12.2070,-127.2583,background
0.5846,-0.0687,0.3943,327.5146,18.1885,-89.4775,background
0.5027,0.1150,0.4847,175.6592,-15.4419,-82.5195,background
0.4835,0.0398,0.5730,196.8994,-27.7710,-24.2310,background
0.5980,-0.2894,0.8141,97.4731,-11.5356,11.1694,background
0.6326,-0.1736,0.7544,1.6479,-23.4375,24.2920,background
0.5365,-0.0453,0.7400,-53.0395,-53.1616,46.7529,background
0.5715,0.0126,0.7764,-93.3227,-41.3208,48.8892,background
0.5453,0.1304,0.7830,-114.5630,-46.6919,52.9175,background
0.4965,0.1083,0.7115,-119.9341,-48.2178,79.5288,background
0.3860,0.3341,0.6715,-154.5410,-68.9697,97.1069,background
0.5194,0.4252,0.8135,-145.6299,-19.9585,86.1206,background
0.3534,0.3785,0.4414,-254.0283,-23.0713,106.6894,background
0.2277,0.4276,0.4741,-232.3608,2.1973,70.8008,background
0.3551,0.7051,0.3472,-277.6489,37.1094,26.0010,background
0.0818,0.6976,0.2144,-256.3477,-0.3662,30.6396,background
0.3016,0.7816,0.1016,-169.7388,33.9966,-15.1978,background
0.4205,1.0449,0.1104,-166.5039,62.6221,-27.6489,background
0.3167,0.8110,-0.0660,-147.1558,103.1494,-20.6299,background
0.4668,1.1566,-0.0581,-96.9849,71.7773,3.9673,background
0.6378,1.3893,0.0049,-75.6226,26.9775,19.0430,background
0.2305,1.0068,-0.2059,-66.5283,21.5454,14.7095,background
0.3822,1.3016,-0.2360,-48.7671,-6.1646,15.9912,background
0.3038,1.3019,-0.2477,-59.1431,-11.9019,53.4668,background
0.1097,1.2030,-0.2825,-15.1978,-33.6304,59.6924,background
0.0475,1.1619,-0.3087,-35.5835,-16.4185,15.0757,background
0.1553,1.1593,-0.3123,-8.7891,62.1948,-71.6553,background
0.4785,1.3007,-0.2185,-11.4136,25.7568,-66.4673,background
0.4650,1.2711,-0.3309,-60.3638,-4.6387,-12.9395,background
