ax,ay,az,gx,gy,gz,label
-0.1514,-0.3309,0.9335,1.0986,-1.5869,1.7090,rest
-0.1377,-0.3331,0.9468,5.1270,-1.3428,4.6387,rest
-0.1604,-0.3845,0.8976,2.4414,-4.6387,4.5166,rest
-0.1521,-0.3647,0.9092,-1.3428,2.6855,2.2583,rest
-0.1339,-0.3529,0.9281,1.2817,-0.4883,-1.5869,rest
-0.1429,-0.3593,0.9220,1.2207,-1.0986,-0.8545,rest
-0.1638,-0.3440,0.9205,2.5635,-0.3052,-2.0142,rest
-0.1489,-0.3409,0.9258,7.4463,1.3428,-0.0610,rest
-0.1072,-0.3722,0.9203,4.5166,-0.0610,2.3804,rest
-0.0999,-0.3839,0.9299,-0.4883,0.1831,0.1831,rest
-0.1495,-0.3502,0.9236,-0.2441,-0.1221,-2.1362,rest
-0.1639,-0.3483,0.9209,1.8311,0.3662,0.0610,rest
-0.1477,-0.3759,0.9093,2.0752,1.4038,-0.7324,rest
-0.1318,-0.3650,0.9247,1.2207,1.0376,-1.2207,rest
-0.1353,-0.3621,0.9237,-1.0376,-0.1831,-2.0142,rest
-0.1368,-0.3469,0.9259,1.4038,1.4648,-2.0142,rest
-0.1230,-0.3682,0.9220,1.5259,0.9766,0.5493,rest
-0.1144,-0.3688,0.9287,-0.8545,-2.3804,-0.6104,rest
-0.1379,-0.3436,0.9220,-0.4883,-1.3428,0.1831,rest
-0.1301,-0.3478,0.9331,-0.6104,-2.0752,2.9907,rest
-0.1202,-0.3915,0.9282,0.4883,-3.7231,1.1597,rest
-0.1514,-0.3674,0.9072,-2.6245,-5.7373,-0.3662,rest
-0.1638,-0.3473,0.9207,-4.3945,-4.6997,0.6714,rest
-0.1675,-0.3617,0.9102,-0.8545,-1.8921,1.3428,rest
-0.1576,-0.3636,0.9143,2.8687,1.0986,-1.8311,rest
-0.1439,-0.3684,0.9203,0.0000,0.6714,-0.6714,rest
-0.1340,-0.3738,0.9221,-3.4790,-0.2441,-1.0376,rest
-0.1345,-0.3575,0.9259,-4.6997,1.5259,-2.9907,rest
-0.1389,-0.3485,0.9294,-4.5776,-0.3052,-3.8452,rest
-0.1399,-0.3538,0.9343,-2.8076,-1.1597,-3.2959,rest
-0.1495,-0.3605,0.9163,-3.4790,-0.9766,-4.3945,rest
-0.1564,-0.3330,0.9277,-5.1880,-0.6714,-4.4556,rest
-0.1475,-0.3372,0.9307,-2.1362,0.0610,-3.1128,rest
-0.1575,-0.3444,0.9225,-0.1221,-0.3662,-3.2349,rest
-0.1504,-0.3456,0.9301,-1.1597,-1.2817,-2.8076,rest
-0.1586,-0.3413,0.9202,-4.2725,-1.5259,-2.0142,rest
-0.1619,-0.3220,0.9320,-0.7935,-0.8545,-2.1973,rest
-0.1584,-0.3440,0.9258,-0.7935,-0.2441,-1.2817,rest
-0.1583,-0.3556,0.9219,0.4272,1.1597,-4.9438,rest
-0.1622,-0.3280,0.9276,-2.4414,0.6104,-4.2725,rest
-0.1576,-0.3232,0.9354,-2.1362,0.6714,-2.2583,rest
-0.1550,-0.3344,0.9296,-0.7935,-0.4883,-1.3428,rest
-0.1561,-0.3440,0.9263,-2.5024,-1.0376,-1.2207,rest
-0.1531,-0.3302,0.9337,-1.2817,1.0376,-4.0283,rest
-0.1466,-0.3248,0.9409,-4.4556,-0.8545,-4.0283,rest
-0.1586,-0.3215,0.9359,-0.6714,-1.2207,-2.9297,rest
-0.1808,-0.3053,0.9247,-2.5024,-2.2583,-0.2441,rest
-0.1906,-0.3177,0.9281,0.1221,-1.1597,2.8076,rest
-0.1919,-0.3313,0.9192,1.0376,-0.6104,3.1128,rest
-0.1854,-0.3235,0.9254,0.3662,0.6104,2.4414,rest
-0.1614,-0.3186,0.9431,2.9907,1.9531,2.8076,rest
-0.1576,-0.3323,0.9268,2.9297,1.2817,3.1738,rest
-0.1417,-0.3428,0.9315,2.1973,1.7090,1.4648,rest
-0.1334,-0.3430,0.9315,-1.3428,2.0752,-0.6714,rest
-0.1669,-0.3368,0.9255,0.3052,1.0376,0.3052,rest
-0.1533,-0.3207,0.9333,0.1831,0.2441,-0.9766,rest
-0.1548,-0.3132,0.9380,0.2441,0.4272,-0.1221,rest
-0.1508,-0.3273,0.9285,0.9766,1.1597,-0.1831,rest
-0.1536,-0.3276,0.9347,0.0610,0.3662,-0.4272,rest
-0.1613,-0.3179,0.9342,0.0000,0.1831,-0.2441,rest
-0.1624,-0.3230,0.9301,0.7935,0.8545,0.4883,rest
-0.1548,-0.3262,0.9335,0.7935,0.9155,0.4883,rest
-0.1437,-0.3324,0.9341,0.6714,0.7935,0.3052,rest
-0.1479,-0.3252,0.9351,-1.5869,-0.4272,0.4272,rest
-0.1548,-0.3193,0.9410,-1.7700,-1.4038,1.5259,rest
-0.1694,-0.3203,0.9274,0.6714,0.1831,1.0376,rest
-0.1519,-0.3231,0.9392,1.5869,1.0986,1.0986,rest
-0.1547,-0.3273,0.9316,1.0376,-0.6104,2.6245,rest
-0.1517,-0.3271,0.9341,-0.4272,0.0610,1.6479,rest
-0.1521,-0.3248,0.9348,0.1831,0.6104,0.9155,rest
-0.1521,-0.3335,0.9332,-0.5493,0.2441,0.9766,rest
-0.1497,-0.3291,0.9331,-0.3662,0.7935,-1.5869,rest
-0.1515,-0.3165,0.9369,-0.7935,0.6714,-1.0376,rest
-0.1560,-0.3260,0.9348,-0.0610,-0.0610,-0.5493,rest
-0.1544,-0.3256,0.9354,-0.3052,0.4883,-0.7324,rest
-0.1505,-0.3237,0.9363,1.4038,0.6104,-1.1597,rest
-0.1448,-0.3180,0.9364,0.6714,0.2441,-0.3662,rest
-0.1450,-0.3217,0.9358,0.1831,-0.4883,0.3662,rest
-0.1539,-0.3220,0.9363,0.3662,-0.6714,0.7935,rest
-0.1593,-0.3224,0.9335,0.7324,-0.7324,0.9155,rest
-0.1581,-0.3276,0.9302,0.9155,0.4272,0.3662,rest
-0.1581,-0.3236,0.9308,1.5869,0.8545,0.3052,rest
-0.1501,-0.3286,0.9329,1.4648,1.0376,0.1831,rest
-0.1520,-0.3258,0.9336,0.9155,1.4038,-0.5493,rest
-0.1503,-0.3282,0.9366,1.1597,0.9766,0.3052,rest
-0.1503,-0.3284,0.9331,0.1831,0.6104,-0.0610,rest
-0.1575,-0.3295,0.9280,0.1221,0.6714,-0.7324,rest
-0.1490,-0.3232,0.9358,0.7935,1.4648,-1.5259,rest
-0.1472,-0.3240,0.9359,0.1831,0.1831,-0.3052,rest
-0.1475,-0.3286,0.9370,0.3052,0.6104,0.0000,rest
-0.1561,-0.3153,0.9348,1.3428,0.9155,1.1597,rest
-0.1411,-0.3315,0.9353,0.7324,0.6104,3.1738,rest
-0.1349,-0.3441,0.9377,0.0610,0.6104,1.1597,rest
-0.1459,-0.3226,0.9370,-1.2207,-1.4038,1.7700,rest
-0.1418,-0.3337,0.9331,-1.4038,-0.7935,2.4414,rest
-0.1567,-0.3208,0.9303,1.1597,0.9766,-1.4038,rest
-0.1570,-0.3225,0.9332,-0.0610,0.1831,0.0000,rest
-0.1473,-0.3390,0.9274,1.0376,1.0986,-1.4038,rest
-0.1453,-0.3239,0.9391,-1.0376,1.4648,-2.1973,rest
